scan_id,timestamp,pos_x,pos_y,pos_z,GT_nx,GT_ny,GT_nz,num_neighbors
815,1782999381.991153002,-1039.932288626,180.439609271,1911.465851405,-0.123751179,-0.046295503,0.991232754,37
816,1782999382.041563988,-1041.360475986,179.104080617,1913.959652033,-0.122760318,-0.041863978,0.991552980,39
817,1782999382.091767073,-1041.785797958,178.582538818,1914.596287095,-0.122760318,-0.041863978,0.991552980,39
818,1782999382.141802073,-1042.273439381,179.026296255,1914.726740453,-0.121679546,-0.040038415,0.991761571,41
819,1782999382.192598104,-1043.449580499,178.221086773,1915.790161446,-0.120680276,-0.038371455,0.991949546,38
822,1782999382.344027996,-1040.163428496,181.319383371,1912.968337808,-0.123751179,-0.046295503,0.991232754,37
824,1782999382.445116043,-1035.712143993,185.249705037,1906.308643290,-0.104233360,-0.025892427,0.994215766,50
825,1782999382.495074987,-1049.468889997,187.335651286,1927.635395750,-0.113190344,-0.039695995,0.992780023,41
826,1782999382.544497967,-1052.648511024,191.584032265,1932.656679440,-0.113201312,-0.035607524,0.992933818,45
829,1782999382.693253994,-1061.947208643,198.375938153,1946.194409543,-0.105447725,-0.043573358,0.993469748,49
831,1782999382.791646004,-1067.769387627,200.716520225,1955.782236632,-0.103862042,-0.034009369,0.994010080,55
832,1782999382.840706110,-1071.549967352,200.419632180,1960.646518303,-0.100760187,-0.039128503,0.994141009,57
833,1782999382.890465975,-1074.970050328,199.378295478,1965.092692436,-0.097347760,-0.041295117,0.994393346,60
835,1782999382.990499973,-1081.220733941,197.126366279,1973.885184906,-0.129126620,-0.053059489,0.990207557,51
836,1782999383.039294004,-1084.346083120,195.023255198,1978.139300271,-0.119194157,-0.044957889,0.991852580,54
837,1782999383.089549065,-1084.695051784,194.030523083,1977.916199394,-0.119194157,-0.044957889,0.991852580,54
838,1782999383.138745070,-1086.604473680,191.981709830,1980.654433852,-0.119816776,-0.039921537,0.991993050,56
839,1782999383.188755989,-1087.397180005,190.655316562,1981.991274422,-0.117029803,-0.038477861,0.992382728,59
840,1782999383.238759995,-1088.836829762,189.498821094,1984.363842716,-0.111944543,-0.037450753,0.993008490,61
841,1782999383.288537025,-1089.891812960,187.302998592,1986.804062280,-0.109183752,-0.037296432,0.993321642,61
842,1782999383.339505911,-1089.185749507,187.076221904,1985.597694164,-0.108817287,-0.037845378,0.993341092,65
844,1782999383.439585924,-1090.304910586,188.307082121,1986.779120210,-0.109183752,-0.037296432,0.993321642,61
845,1782999383.490178108,-1091.636083093,186.405528458,1989.694853512,-0.110034720,-0.034355753,0.993333802,59
846,1782999383.541232109,-1093.236582209,187.766871373,1993.510085411,-0.111722341,-0.034755487,0.993131499,63
847,1782999383.591810942,-1088.424391005,187.573895110,1987.643094614,-0.107380342,-0.035814146,0.993572750,63
848,1782999383.642214060,-1089.898333882,189.524678577,1992.706624294,-0.109341965,-0.040357201,0.993184591,65
849,1782999383.692006111,-1097.017711398,194.103157492,2005.997404329,-0.109747006,-0.034529946,0.993359591,68
850,1782999383.742199898,-1089.822341932,197.239587722,1997.095035393,-0.110809289,-0.038877019,0.993081003,65
851,1782999383.792826891,-1090.995210227,199.996460568,2002.283259914,-0.109916398,-0.043909870,0.992970447,57
853,1782999383.892417908,-1094.537019131,199.601185076,2013.128031574,-0.113575017,-0.044097932,0.992550295,69
854,1782999383.943272114,-1095.022193342,205.864342948,2014.969564020,-0.108887030,-0.038369223,0.993313353,70
855,1782999383.992476940,-1096.467135127,208.747498237,2019.006918074,-0.105315262,-0.037210221,0.993742469,71
856,1782999384.042889118,-1099.342103991,211.275996790,2024.505307046,-0.107044689,-0.039312880,0.993476689,77
857,1782999384.093091965,-1102.075162715,213.797007259,2028.395985556,-0.099211143,-0.036625483,0.994392137,81
859,1782999384.192923069,-1120.673209975,207.436763321,2054.290261645,-0.104394324,-0.028940775,0.994114811,89
860,1782999384.243323088,-1125.142205352,207.461317491,2059.950605144,-0.099510681,-0.034691486,0.994431559,100
861,1782999384.293349028,-1119.186577230,206.414529608,2048.526408170,-0.101879957,-0.030906868,0.994316469,90
862,1782999384.343478918,-1119.679601069,205.824650068,2048.516246793,-0.101511758,-0.031293631,0.994342030,89
863,1782999384.393711090,-1122.140652509,205.937276083,2051.803028033,-0.102708885,-0.027204989,0.994339365,91
864,1782999384.443386078,-1122.897804669,205.484465905,2052.665693068,-0.106977526,-0.032725819,0.993722713,93
865,1782999384.494143963,-1124.585572177,203.681837554,2055.442466358,-0.108776494,-0.036796521,0.993384966,93
866,1782999384.543380022,-1125.544230736,201.691154604,2057.754432448,-0.098726443,-0.035792769,0.994470697,90
867,1782999384.592541933,-1127.360682495,200.197437894,2062.154005196,-0.108726067,-0.035485071,0.993438197,93
869,1782999384.692579031,-1127.617990639,197.975606182,2063.119453173,-0.107823562,-0.035808374,0.993524957,96
870,1782999384.742966890,-1128.696782464,197.230074815,2064.421065799,-0.112510318,-0.038900223,0.992888816,94
871,1782999384.792978048,-1131.351008711,196.815857910,2067.954902964,-0.111106408,-0.037523005,0.993099889,94
872,1782999384.843780994,-1137.321392945,196.631306563,2077.417308206,-0.116877526,-0.048177917,0.991977083,99
873,1782999384.894232035,-1139.115678943,194.386104289,2081.480006021,-0.112745089,-0.043182854,0.992685139,101
874,1782999384.944780111,-1131.462679136,199.941716323,2069.785348325,-0.112005853,-0.039150656,0.992936007,95
875,1782999384.995222092,-1130.679152734,203.513509553,2071.295824225,-0.106622906,-0.037707277,0.993584278,98
876,1782999385.045209885,-1132.183644566,207.257914448,2076.541126838,-0.121654090,-0.036613737,0.991897029,98
877,1782999385.095586061,-1132.467155513,209.886652390,2079.675469349,-0.118890399,-0.040429680,0.992083925,98
878,1782999385.144829988,-1133.943944654,212.707014085,2084.352743214,-0.112095450,-0.042637227,0.992782291,99
879,1782999385.194623947,-1136.483135782,214.922194307,2089.093955143,-0.113037161,-0.045772878,0.992535865,98
880,1782999385.244546890,-1138.914642801,216.688670798,2093.435328125,-0.116970934,-0.042812745,0.992212109,99
881,1782999385.293270111,-1141.614300940,218.220625918,2099.117496676,-0.118636646,-0.044546542,0.991937978,106
882,1782999385.343112946,-1144.460040975,219.342084802,2104.881441612,-0.116530198,-0.044763063,0.992177898,106
883,1782999385.392055035,-1147.129000873,220.792696386,2107.684998756,-0.118558478,-0.048557651,0.991759064,111
884,1782999385.441890955,-1151.597913425,221.272054996,2114.264475906,-0.118963004,-0.048869408,0.991695308,117
885,1782999385.490482092,-1154.455654610,219.520250448,2117.743158047,-0.120748540,-0.055272921,0.991143125,114
886,1782999385.540077925,-1156.900097613,218.631971482,2121.297957543,-0.125642052,-0.054063277,0.990601452,118
887,1782999385.590560913,-1157.869183075,216.887573841,2121.858188342,-0.125305371,-0.052026903,0.990753130,121
888,1782999385.640503883,-1161.704147600,215.292963172,2126.944912200,-0.121359087,-0.045447279,0.991567707,128
889,1782999385.688122988,-1164.301983761,213.813835042,2128.711652819,-0.121424615,-0.040043652,0.991792604,128
890,1782999385.737931967,-1166.313901463,212.550083044,2130.565754721,-0.115521468,-0.043101056,0.992369432,132
891,1782999385.787545919,-1168.687507906,210.624807704,2133.732845288,-0.113415729,-0.042682463,0.992630384,141
892,1782999385.837560892,-1169.926815286,208.405620316,2135.525299560,-0.107946809,-0.039598459,0.993367731,143
893,1782999385.887712955,-1169.921082456,207.710638765,2134.685471688,-0.110567740,-0.042818845,0.992945780,139
894,1782999385.937643051,-1170.679115704,207.633167534,2135.436823658,-0.107518529,-0.041099144,0.993353223,144
895,1782999385.987735987,-1171.895812913,207.701419816,2136.702094872,-0.105987455,-0.044607331,0.993366421,143
898,1782999386.138771057,-1173.890902165,207.631655304,2141.418296056,-0.112991771,-0.051703024,0.992249796,151
899,1782999386.189430952,-1172.695110215,208.905205874,2140.460783411,-0.109576914,-0.048459938,0.992796321,151
900,1782999386.239604950,-1172.925612266,212.438820095,2142.230803597,-0.119064293,-0.048643130,0.991694277,146
901,1782999386.289997101,-1172.847024950,214.885606972,2144.155919984,-0.122451850,-0.048777992,0.991275064,146
902,1782999386.340436935,-1173.549356455,218.039568290,2148.415271711,-0.117560962,-0.044768053,0.992056068,146
903,1782999386.391627073,-1174.393027786,221.090999528,2151.348299069,-0.110659674,-0.043584794,0.992902212,160
904,1782999386.441807985,-1176.650555771,224.197953455,2155.667708401,-0.106032158,-0.046983976,0.993252077,163
905,1782999386.492209911,-1180.138248499,225.731562877,2162.137486580,-0.103068066,-0.047157751,0.993555796,167
906,1782999386.542290926,-1182.033921816,227.854729124,2165.803559248,-0.104953720,-0.043499569,0.993525291,173
907,1782999386.593019009,-1184.527184949,229.940502201,2169.750018203,-0.108612987,-0.043330315,0.993139317,179
908,1782999386.641664028,-1186.585614411,232.681608609,2175.175099935,-0.104110846,-0.041648636,0.993693274,192
909,1782999386.692250013,-1189.577884418,232.944213003,2179.032598781,-0.091135733,-0.039378873,0.995059587,200
911,1782999386.793061972,-1196.741223566,232.142124223,2187.683202333,-0.092193203,-0.040142825,0.994931639,200
912,1782999386.843873024,-1200.369814397,231.334079234,2193.030797598,-0.086437650,-0.037563318,0.995548859,200
913,1782999386.894294024,-1201.927912888,227.571579883,2194.923851744,-0.089871899,-0.042000299,0.995067343,200
914,1782999386.944257975,-1204.740577536,226.020441357,2199.904664837,-0.104613700,-0.037508759,0.993805347,200
915,1782999386.993544102,-1207.465706084,224.126335339,2204.126404572,-0.111876066,-0.035637316,0.993082941,200
916,1782999387.043926954,-1207.951527038,222.461274226,2205.123834203,-0.112293694,-0.034813362,0.993065031,200
917,1782999387.093724012,-1210.066847553,220.094211127,2209.489577957,-0.115729241,-0.040790905,0.992442867,200
918,1782999387.143100023,-1210.395984174,219.340732340,2210.220780059,-0.108979575,-0.040682446,0.993211151,200
919,1782999387.192137003,-1210.777450773,217.819376339,2211.113764678,-0.100425246,-0.040742608,0.994110059,200
920,1782999387.241925001,-1211.277965110,218.201383760,2211.976970167,-0.097905833,-0.039928047,0.994394388,200
921,1782999387.291538000,-1211.988669637,217.464575612,2213.276951648,-0.093649424,-0.041683085,0.994732278,200
922,1782999387.341382027,-1212.761413619,216.964174231,2214.090130223,-0.094854612,-0.043562188,0.994537550,200
923,1782999387.391149044,-1213.951881004,216.768825673,2216.088023693,-0.106390992,-0.043415634,0.993376082,200
924,1782999387.441406012,-1213.498877503,217.632998579,2215.285266844,-0.098652155,-0.043124766,0.994187109,200
925,1782999387.492219925,-1206.360511279,216.562636823,2204.163209925,-0.109263000,-0.038508903,0.993266662,200
926,1782999387.542012930,-1213.557950581,218.727561623,2216.876472168,-0.108697155,-0.043480591,0.993123541,200
927,1782999387.592639923,-1213.688584251,221.032716602,2218.106433701,-0.107983606,-0.044187033,0.993170200,200
928,1782999387.642606020,-1214.417285847,223.719645739,2220.567224894,-0.099851823,-0.045198627,0.993975200,200
929,1782999387.692771912,-1215.933283107,227.367855628,2224.605937428,-0.099489281,-0.046527320,0.993950246,200
930,1782999387.742773056,-1217.408349694,230.424021851,2228.278390052,-0.110390410,-0.046562671,0.992796996,200
931,1782999387.792849064,-1220.634933803,232.933947216,2234.576048338,-0.116696953,-0.047034381,0.992053218,200
932,1782999387.842823982,-1223.306610969,235.278130207,2239.978496848,-0.105247693,-0.047841729,0.993294565,200
933,1782999387.893450975,-1222.332692840,236.887166949,2240.001621236,-0.108224646,-0.047332839,0.992999007,200
934,1782999387.943249941,-1225.496970327,238.604679180,2244.117428961,-0.103560112,-0.046270363,0.993546354,200
935,1782999387.992650032,-1228.372220950,240.676733385,2247.933066734,-0.114801664,-0.051383350,0.992058632,200
